filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
03-718x1024.jpg,202947,"{}",100,30,"{""name"":""rect"",""x"":606,""y"":390,""width"":101,""height"":41}","{}"
03-718x1024.jpg,202947,"{}",100,31,"{""name"":""rect"",""x"":33,""y"":427,""width"":41,""height"":41}","{}"
03-718x1024.jpg,202947,"{}",100,32,"{""name"":""rect"",""x"":86,""y"":429,""width"":142,""height"":43}","{}"
03-718x1024.jpg,202947,"{}",100,33,"{""name"":""rect"",""x"":237,""y"":434,""width"":96,""height"":36}","{}"
03-718x1024.jpg,202947,"{}",100,34,"{""name"":""rect"",""x"":339,""y"":430,""width"":93,""height"":44}","{}"
03-718x1024.jpg,202947,"{}",100,35,"{""name"":""rect"",""x"":441,""y"":432,""width"":110,""height"":40}","{}"
03-718x1024.jpg,202947,"{}",100,36,"{""name"":""rect"",""x"":551,""y"":434,""width"":38,""height"":33}","{}"
03-718x1024.jpg,202947,"{}",100,37,"{""name"":""rect"",""x"":596,""y"":435,""width"":71,""height"":41}","{}"
03-718x1024.jpg,202947,"{}",100,38,"{""name"":""rect"",""x"":3,""y"":471,""width"":157,""height"":36}","{}"
03-718x1024.jpg,202947,"{}",100,39,"{""name"":""rect"",""x"":160,""y"":471,""width"":76,""height"":25}","{}"
03-718x1024.jpg,202947,"{}",100,40,"{""name"":""rect"",""x"":239,""y"":472,""width"":113,""height"":31}","{}"
03-718x1024.jpg,202947,"{}",100,41,"{""name"":""rect"",""x"":364,""y"":472,""width"":155,""height"":32}","{}"
03-718x1024.jpg,202947,"{}",100,42,"{""name"":""rect"",""x"":539,""y"":463,""width"":96,""height"":35}","{}"
03-718x1024.jpg,202947,"{}",100,43,"{""name"":""rect"",""x"":10,""y"":497,""width"":100,""height"":43}","{}"
03-718x1024.jpg,202947,"{}",100,44,"{""name"":""rect"",""x"":110,""y"":505,""width"":90,""height"":35}","{}"
03-718x1024.jpg,202947,"{}",100,45,"{""name"":""rect"",""x"":224,""y"":506,""width"":192,""height"":42}","{}"
03-718x1024.jpg,202947,"{}",100,46,"{""name"":""rect"",""x"":426,""y"":500,""width"":216,""height"":43}","{}"
03-718x1024.jpg,202947,"{}",100,47,"{""name"":""rect"",""x"":181,""y"":538,""width"":135,""height"":46}","{}"
03-718x1024.jpg,202947,"{}",100,48,"{""name"":""rect"",""x"":319,""y"":530,""width"":141,""height"":44}","{}"
03-718x1024.jpg,202947,"{}",100,49,"{""name"":""rect"",""x"":469,""y"":537,""width"":139,""height"":34}","{}"
03-718x1024.jpg,202947,"{}",100,50,"{""name"":""rect"",""x"":616,""y"":536,""width"":99,""height"":34}","{}"
03-718x1024.jpg,202947,"{}",100,51,"{""name"":""rect"",""x"":9,""y"":572,""width"":90,""height"":46}","{}"
03-718x1024.jpg,202947,"{}",100,52,"{""name"":""rect"",""x"":113,""y"":572,""width"":81,""height"":40}","{}"
03-718x1024.jpg,202947,"{}",100,53,"{""name"":""rect"",""x"":200,""y"":575,""width"":26,""height"":38}","{}"
03-718x1024.jpg,202947,"{}",100,54,"{""name"":""rect"",""x"":238,""y"":581,""width"":116,""height"":31}","{}"
03-718x1024.jpg,202947,"{}",100,55,"{""name"":""rect"",""x"":363,""y"":579,""width"":60,""height"":32}","{}"
03-718x1024.jpg,202947,"{}",100,56,"{""name"":""rect"",""x"":437,""y"":578,""width"":93,""height"":42}","{}"
03-718x1024.jpg,202947,"{}",100,57,"{""name"":""rect"",""x"":538,""y"":573,""width"":79,""height"":32}","{}"
03-718x1024.jpg,202947,"{}",100,58,"{""name"":""rect"",""x"":633,""y"":580,""width"":77,""height"":43}","{}"
03-718x1024.jpg,202947,"{}",100,59,"{""name"":""rect"",""x"":150,""y"":608,""width"":147,""height"":44}","{}"
03-718x1024.jpg,202947,"{}",100,60,"{""name"":""rect"",""x"":300,""y"":614,""width"":127,""height"":34}","{}"
03-718x1024.jpg,202947,"{}",100,61,"{""name"":""rect"",""x"":446,""y"":609,""width"":130,""height"":46}","{}"
03-718x1024.jpg,202947,"{}",100,62,"{""name"":""rect"",""x"":587,""y"":608,""width"":92,""height"":42}","{}"
03-718x1024.jpg,202947,"{}",100,63,"{""name"":""rect"",""x"":5,""y"":642,""width"":125,""height"":49}","{}"
03-718x1024.jpg,202947,"{}",100,64,"{""name"":""rect"",""x"":36,""y"":679,""width"":319,""height"":44}","{}"
03-718x1024.jpg,202947,"{}",100,65,"{""name"":""rect"",""x"":373,""y"":677,""width"":88,""height"":36}","{}"
03-718x1024.jpg,202947,"{}",100,66,"{""name"":""rect"",""x"":478,""y"":672,""width"":76,""height"":43}","{}"
03-718x1024.jpg,202947,"{}",100,67,"{""name"":""rect"",""x"":561,""y"":674,""width"":131,""height"":52}","{}"
03-718x1024.jpg,202947,"{}",100,68,"{""name"":""rect"",""x"":6,""y"":721,""width"":203,""height"":35}","{}"
03-718x1024.jpg,202947,"{}",100,69,"{""name"":""rect"",""x"":230,""y"":713,""width"":216,""height"":42}","{}"
03-718x1024.jpg,202947,"{}",100,70,"{""name"":""rect"",""x"":452,""y"":718,""width"":160,""height"":39}","{}"
03-718x1024.jpg,202947,"{}",100,71,"{""name"":""rect"",""x"":6,""y"":746,""width"":222,""height"":55}","{}"
03-718x1024.jpg,202947,"{}",100,72,"{""name"":""rect"",""x"":248,""y"":746,""width"":68,""height"":49}","{}"
03-718x1024.jpg,202947,"{}",100,73,"{""name"":""rect"",""x"":331,""y"":749,""width"":143,""height"":44}","{}"
03-718x1024.jpg,202947,"{}",100,74,"{""name"":""rect"",""x"":501,""y"":748,""width"":69,""height"":40}","{}"
03-718x1024.jpg,202947,"{}",100,75,"{""name"":""rect"",""x"":579,""y"":749,""width"":130,""height"":47}","{}"
03-718x1024.jpg,202947,"{}",100,76,"{""name"":""rect"",""x"":3,""y"":790,""width"":119,""height"":44}","{}"
03-718x1024.jpg,202947,"{}",100,77,"{""name"":""rect"",""x"":132,""y"":787,""width"":184,""height"":48}","{}"
03-718x1024.jpg,202947,"{}",100,78,"{""name"":""rect"",""x"":339,""y"":791,""width"":197,""height"":35}","{}"
03-718x1024.jpg,202947,"{}",100,79,"{""name"":""rect"",""x"":560,""y"":787,""width"":116,""height"":44}","{}"
03-718x1024.jpg,202947,"{}",100,80,"{""name"":""rect"",""x"":5,""y"":827,""width"":101,""height"":46}","{}"
03-718x1024.jpg,202947,"{}",100,81,"{""name"":""rect"",""x"":124,""y"":826,""width"":148,""height"":36}","{}"
03-718x1024.jpg,202947,"{}",100,82,"{""name"":""rect"",""x"":283,""y"":825,""width"":69,""height"":33}","{}"
03-718x1024.jpg,202947,"{}",100,83,"{""name"":""rect"",""x"":371,""y"":832,""width"":167,""height"":38}","{}"
03-718x1024.jpg,202947,"{}",100,84,"{""name"":""rect"",""x"":553,""y"":826,""width"":119,""height"":35}","{}"
03-718x1024.jpg,202947,"{}",100,85,"{""name"":""rect"",""x"":108,""y"":869,""width"":102,""height"":31}","{}"
03-718x1024.jpg,202947,"{}",100,86,"{""name"":""rect"",""x"":216,""y"":870,""width"":58,""height"":27}","{}"
03-718x1024.jpg,202947,"{}",100,87,"{""name"":""rect"",""x"":296,""y"":860,""width"":204,""height"":39}","{}"
03-718x1024.jpg,202947,"{}",100,88,"{""name"":""rect"",""x"":511,""y"":867,""width"":88,""height"":35}","{}"
03-718x1024.jpg,202947,"{}",100,89,"{""name"":""rect"",""x"":610,""y"":860,""width"":102,""height"":38}","{}"
03-718x1024.jpg,202947,"{}",100,90,"{""name"":""rect"",""x"":6,""y"":906,""width"":85,""height"":35}","{}"
03-718x1024.jpg,202947,"{}",100,91,"{""name"":""rect"",""x"":90,""y"":907,""width"":116,""height"":30}","{}"
03-718x1024.jpg,202947,"{}",100,92,"{""name"":""rect"",""x"":218,""y"":905,""width"":105,""height"":32}","{}"
03-718x1024.jpg,202947,"{}",100,93,"{""name"":""rect"",""x"":341,""y"":903,""width"":166,""height"":35}","{}"
03-718x1024.jpg,202947,"{}",100,94,"{""name"":""rect"",""x"":533,""y"":897,""width"":96,""height"":41}","{}"
03-718x1024.jpg,202947,"{}",100,95,"{""name"":""rect"",""x"":74,""y"":936,""width"":99,""height"":44}","{}"
03-718x1024.jpg,202947,"{}",100,96,"{""name"":""rect"",""x"":187,""y"":940,""width"":156,""height"":40}","{}"
03-718x1024.jpg,202947,"{}",100,97,"{""name"":""rect"",""x"":348,""y"":932,""width"":85,""height"":40}","{}"
03-718x1024.jpg,202947,"{}",100,98,"{""name"":""rect"",""x"":445,""y"":938,""width"":82,""height"":38}","{}"
03-718x1024.jpg,202947,"{}",100,99,"{""name"":""rect"",""x"":563,""y"":934,""width"":126,""height"":39}","{}"
1_work001.jpg,1087855,"{}",102,0,"{""name"":""rect"",""x"":198,""y"":738,""width"":510,""height"":166}","{}"
1_work001.jpg,1087855,"{}",102,1,"{""name"":""rect"",""x"":733,""y"":738,""width"":450,""height"":179}","{}"
1_work001.jpg,1087855,"{}",102,2,"{""name"":""rect"",""x"":1217,""y"":743,""width"":369,""height"":190}","{}"
1_work001.jpg,1087855,"{}",102,3,"{""name"":""rect"",""x"":1625,""y"":759,""width"":281,""height"":172}","{}"
1_work001.jpg,1087855,"{}",102,4,"{""name"":""rect"",""x"":1924,""y"":738,""width"":153,""height"":166}","{}"
1_work001.jpg,1087855,"{}",102,5,"{""name"":""rect"",""x"":2116,""y"":720,""width"":286,""height"":200}","{}"
1_work001.jpg,1087855,"{}",102,6,"{""name"":""rect"",""x"":114,""y"":894,""width"":429,""height"":143}","{}"
1_work001.jpg,1087855,"{}",102,7,"{""name"":""rect"",""x"":554,""y"":928,""width"":65,""height"":88}","{}"
1_work001.jpg,1087855,"{}",102,8,"{""name"":""rect"",""x"":652,""y"":889,""width"":231,""height"":122}","{}"
1_work001.jpg,1087855,"{}",102,9,"{""name"":""rect"",""x"":915,""y"":879,""width"":530,""height"":177}","{}"
1_work001.jpg,1087855,"{}",102,10,"{""name"":""rect"",""x"":1456,""y"":923,""width"":135,""height"":88}","{}"
1_work001.jpg,1087855,"{}",102,11,"{""name"":""rect"",""x"":1630,""y"":915,""width"":164,""height"":83}","{}"
1_work001.jpg,1087855,"{}",102,12,"{""name"":""rect"",""x"":1828,""y"":907,""width"":218,""height"":166}","{}"
1_work001.jpg,1087855,"{}",102,13,"{""name"":""rect"",""x"":2077,""y"":863,""width"":341,""height"":198}","{}"
1_work001.jpg,1087855,"{}",102,14,"{""name"":""rect"",""x"":104,""y"":1048,""width"":250,""height"":101}","{}"
1_work001.jpg,1087855,"{}",102,15,"{""name"":""rect"",""x"":400,""y"":1050,""width"":320,""height"":138}","{}"
1_work001.jpg,1087855,"{}",102,16,"{""name"":""rect"",""x"":146,""y"":1149,""width"":343,""height"":174}","{}"
1_work001.jpg,1087855,"{}",102,17,"{""name"":""rect"",""x"":523,""y"":1188,""width"":291,""height"":130}","{}"
1_work001.jpg,1087855,"{}",102,18,"{""name"":""rect"",""x"":855,""y"":1115,""width"":330,""height"":192}","{}"
1_work001.jpg,1087855,"{}",102,19,"{""name"":""rect"",""x"":203,""y"":1313,""width"":419,""height"":120}","{}"
1_work001.jpg,1087855,"{}",102,20,"{""name"":""rect"",""x"":655,""y"":1297,""width"":447,""height"":177}","{}"
1_work001.jpg,1087855,"{}",102,21,"{""name"":""rect"",""x"":1297,""y"":1271,""width"":187,""height"":169}","{}"
1_work001.jpg,1087855,"{}",102,22,"{""name"":""rect"",""x"":195,""y"":1458,""width"":343,""height"":153}","{}"
1_work001.jpg,1087855,"{}",102,23,"{""name"":""rect"",""x"":588,""y"":1458,""width"":203,""height"":104}","{}"
1_work001.jpg,1087855,"{}",102,24,"{""name"":""rect"",""x"":842,""y"":1458,""width"":309,""height"":161}","{}"
1_work001.jpg,1087855,"{}",102,25,"{""name"":""rect"",""x"":1183,""y"":1409,""width"":335,""height"":195}","{}"
1_work001.jpg,1087855,"{}",102,26,"{""name"":""rect"",""x"":1568,""y"":1401,""width"":270,""height"":224}","{}"
1_work001.jpg,1087855,"{}",102,27,"{""name"":""rect"",""x"":1890,""y"":1406,""width"":224,""height"":83}","{}"
1_work001.jpg,1087855,"{}",102,28,"{""name"":""rect"",""x"":143,""y"":1575,""width"":278,""height"":140}","{}"
1_work001.jpg,1087855,"{}",102,29,"{""name"":""rect"",""x"":450,""y"":1617,""width"":242,""height"":135}","{}"
1_work001.jpg,1087855,"{}",102,30,"{""name"":""rect"",""x"":845,""y"":1596,""width"":367,""height"":148}","{}"
1_work001.jpg,1087855,"{}",102,31,"{""name"":""rect"",""x"":1235,""y"":1565,""width"":278,""height"":166}","{}"
1_work001.jpg,1087855,"{}",102,32,"{""name"":""rect"",""x"":1557,""y"":1604,""width"":231,""height"":91}","{}"
1_work001.jpg,1087855,"{}",102,33,"{""name"":""rect"",""x"":1838,""y"":1565,""width"":434,""height"":161}","{}"
1_work001.jpg,1087855,"{}",102,34,"{""name"":""rect"",""x"":114,""y"":1744,""width"":263,""height"":122}","{}"
1_work001.jpg,1087855,"{}",102,35,"{""name"":""rect"",""x"":398,""y"":1760,""width"":304,""height"":122}","{}"
1_work001.jpg,1087855,"{}",102,36,"{""name"":""rect"",""x"":707,""y"":1750,""width"":172,""height"":107}","{}"
1_work001.jpg,1087855,"{}",102,37,"{""name"":""rect"",""x"":905,""y"":1750,""width"":278,""height"":101}","{}"
1_work001.jpg,1087855,"{}",102,38,"{""name"":""rect"",""x"":1217,""y"":1731,""width"":478,""height"":151}","{}"
1_work001.jpg,1087855,"{}",102,39,"{""name"":""rect"",""x"":1734,""y"":1734,""width"":205,""height"":109}","{}"
1_work001.jpg,1087855,"{}",102,40,"{""name"":""rect"",""x"":127,""y"":1861,""width"":471,""height"":146}","{}"
1_work001.jpg,1087855,"{}",102,41,"{""name"":""rect"",""x"":621,""y"":1848,""width"":322,""height"":177}","{}"
1_work001.jpg,1087855,"{}",102,42,"{""name"":""rect"",""x"":959,""y"":1869,""width"":354,""height"":159}","{}"
1_work001.jpg,1087855,"{}",102,43,"{""name"":""rect"",""x"":1349,""y"":1848,""width"":473,""height"":177}","{}"
1_work001.jpg,1087855,"{}",102,44,"{""name"":""rect"",""x"":1859,""y"":1838,""width"":291,""height"":161}","{}"
1_work001.jpg,1087855,"{}",102,45,"{""name"":""rect"",""x"":120,""y"":2017,""width"":411,""height"":151}","{}"
1_work001.jpg,1087855,"{}",102,46,"{""name"":""rect"",""x"":554,""y"":2007,""width"":190,""height"":117}","{}"
1_work001.jpg,1087855,"{}",102,47,"{""name"":""rect"",""x"":788,""y"":2020,""width"":335,""height"":114}","{}"
1_work001.jpg,1087855,"{}",102,48,"{""name"":""rect"",""x"":1185,""y"":2017,""width"":333,""height"":138}","{}"
1_work001.jpg,1087855,"{}",102,49,"{""name"":""rect"",""x"":1557,""y"":1965,""width"":273,""height"":169}","{}"
1_work001.jpg,1087855,"{}",102,50,"{""name"":""rect"",""x"":1970,""y"":2015,""width"":468,""height"":133}","{}"
1_work001.jpg,1087855,"{}",102,51,"{""name"":""rect"",""x"":122,""y"":2160,""width"":294,""height"":140}","{}"
1_work001.jpg,1087855,"{}",102,52,"{""name"":""rect"",""x"":473,""y"":2119,""width"":528,""height"":182}","{}"
1_work001.jpg,1087855,"{}",102,53,"{""name"":""rect"",""x"":1009,""y"":2108,""width"":273,""height"":200}","{}"
1_work001.jpg,1087855,"{}",102,54,"{""name"":""rect"",""x"":1692,""y"":2121,""width"":341,""height"":182}","{}"
1_work001.jpg,1087855,"{}",102,55,"{""name"":""rect"",""x"":2064,""y"":2098,""width"":351,""height"":192}","{}"
1_work001.jpg,1087855,"{}",102,56,"{""name"":""rect"",""x"":125,""y"":2293,""width"":367,""height"":138}","{}"
1_work001.jpg,1087855,"{}",102,57,"{""name"":""rect"",""x"":543,""y"":2236,""width"":211,""height"":174}","{}"
1_work001.jpg,1087855,"{}",102,58,"{""name"":""rect"",""x"":780,""y"":2264,""width"":478,""height"":172}","{}"
1_work001.jpg,1087855,"{}",102,59,"{""name"":""rect"",""x"":1245,""y"":2288,""width"":289,""height"":151}","{}"
1_work001.jpg,1087855,"{}",102,60,"{""name"":""rect"",""x"":1568,""y"":2285,""width"":395,""height"":151}","{}"
1_work001.jpg,1087855,"{}",102,61,"{""name"":""rect"",""x"":2002,""y"":2233,""width"":338,""height"":195}","{}"
1_work001.jpg,1087855,"{}",102,62,"{""name"":""rect"",""x"":114,""y"":2423,""width"":385,""height"":130}","{}"
1_work001.jpg,1087855,"{}",102,63,"{""name"":""rect"",""x"":525,""y"":2425,""width"":156,""height"":107}","{}"
1_work001.jpg,1087855,"{}",102,64,"{""name"":""rect"",""x"":730,""y"":2436,""width"":299,""height"":109}","{}"
1_work001.jpg,1087855,"{}",102,65,"{""name"":""rect"",""x"":1050,""y"":2438,""width"":213,""height"":135}","{}"
1_work001.jpg,1087855,"{}",102,66,"{""name"":""rect"",""x"":1256,""y"":2376,""width"":473,""height"":221}","{}"
1_work001.jpg,1087855,"{}",102,67,"{""name"":""rect"",""x"":1731,""y"":2420,""width"":252,""height"":177}","{}"
1_work001.jpg,1087855,"{}",102,68,"{""name"":""rect"",""x"":2007,""y"":2386,""width"":382,""height"":190}","{}"
1_work001.jpg,1087855,"{}",102,69,"{""name"":""rect"",""x"":104,""y"":2516,""width"":426,""height"":187}","{}"
1_work001.jpg,1087855,"{}",102,70,"{""name"":""rect"",""x"":530,""y"":2501,""width"":325,""height"":192}","{}"
1_work001.jpg,1087855,"{}",102,71,"{""name"":""rect"",""x"":120,""y"":2683,""width"":286,""height"":138}","{}"
1_work001.jpg,1087855,"{}",102,72,"{""name"":""rect"",""x"":434,""y"":2711,""width"":302,""height"":122}","{}"
1_work001.jpg,1087855,"{}",102,73,"{""name"":""rect"",""x"":762,""y"":2714,""width"":260,""height"":135}","{}"
1_work001.jpg,1087855,"{}",102,74,"{""name"":""rect"",""x"":1162,""y"":2644,""width"":276,""height"":169}","{}"
1_work001.jpg,1087855,"{}",102,75,"{""name"":""rect"",""x"":1487,""y"":2693,""width"":299,""height"":122}","{}"
1_work001.jpg,1087855,"{}",102,76,"{""name"":""rect"",""x"":1830,""y"":2701,""width"":315,""height"":161}","{}"
1_work001.jpg,1087855,"{}",102,77,"{""name"":""rect"",""x"":2173,""y"":2696,""width"":187,""height"":130}","{}"
1_work001.jpg,1087855,"{}",102,78,"{""name"":""rect"",""x"":99,""y"":2847,""width"":148,""height"":99}","{}"
1_work001.jpg,1087855,"{}",102,79,"{""name"":""rect"",""x"":278,""y"":2852,""width"":380,""height"":140}","{}"
1_work001.jpg,1087855,"{}",102,80,"{""name"":""rect"",""x"":712,""y"":2839,""width"":143,""height"":153}","{}"
1_work001.jpg,1087855,"{}",102,81,"{""name"":""rect"",""x"":918,""y"":2849,""width"":255,""height"":140}","{}"
1_work001.jpg,1087855,"{}",102,82,"{""name"":""rect"",""x"":1201,""y"":2857,""width"":221,""height"":107}","{}"
1_work001.jpg,1087855,"{}",102,83,"{""name"":""rect"",""x"":1479,""y"":2813,""width"":278,""height"":156}","{}"
1_work001.jpg,1087855,"{}",102,84,"{""name"":""rect"",""x"":1804,""y"":2800,""width"":294,""height"":161}","{}"
1_work001.jpg,1087855,"{}",102,85,"{""name"":""rect"",""x"":2082,""y"":2862,""width"":104,""height"":101}","{}"
1_work001.jpg,1087855,"{}",102,86,"{""name"":""rect"",""x"":2217,""y"":2810,""width"":203,""height"":177}","{}"
1_work001.jpg,1087855,"{}",102,87,"{""name"":""rect"",""x"":104,""y"":2956,""width"":153,""height"":62}","{}"
1_work001.jpg,1087855,"{}",102,88,"{""name"":""rect"",""x"":289,""y"":2997,""width"":242,""height"":86}","{}"
1_work001.jpg,1087855,"{}",102,89,"{""name"":""rect"",""x"":780,""y"":2997,""width"":325,""height"":81}","{}"
1_work001.jpg,1087855,"{}",102,90,"{""name"":""rect"",""x"":1175,""y"":2982,""width"":478,""height"":146}","{}"
1_work001.jpg,1087855,"{}",102,91,"{""name"":""rect"",""x"":1656,""y"":2979,""width"":333,""height"":143}","{}"
1_work001.jpg,1087855,"{}",102,92,"{""name"":""rect"",""x"":2009,""y"":2943,""width"":218,""height"":151}","{}"
1_work001.jpg,1087855,"{}",102,93,"{""name"":""rect"",""x"":2243,""y"":3005,""width"":120,""height"":143}","{}"
1_work001.jpg,1087855,"{}",102,94,"{""name"":""rect"",""x"":101,""y"":3135,""width"":242,""height"":94}","{}"
1_work001.jpg,1087855,"{}",102,95,"{""name"":""rect"",""x"":361,""y"":3101,""width"":135,""height"":120}","{}"
1_work001.jpg,1087855,"{}",102,96,"{""name"":""rect"",""x"":530,""y"":3132,""width"":226,""height"":78}","{}"
1_work001.jpg,1087855,"{}",102,97,"{""name"":""rect"",""x"":811,""y"":3099,""width"":213,""height"":117}","{}"
1_work001.jpg,1087855,"{}",102,98,"{""name"":""rect"",""x"":1063,""y"":3130,""width"":348,""height"":99}","{}"
1_work001.jpg,1087855,"{}",102,99,"{""name"":""rect"",""x"":1451,""y"":3114,""width"":203,""height"":101}","{}"
1_work001.jpg,1087855,"{}",102,100,"{""name"":""rect"",""x"":1687,""y"":3091,""width"":226,""height"":117}","{}"
1_work001.jpg,1087855,"{}",102,101,"{""name"":""rect"",""x"":1921,""y"":3125,""width"":377,""height"":81}","{}"
1_work002.jpg,1008769,"{}",78,0,"{""name"":""rect"",""x"":122,""y"":715,""width"":419,""height"":156}","{}"
1_work002.jpg,1008769,"{}",78,1,"{""name"":""rect"",""x"":577,""y"":725,""width"":294,""height"":146}","{}"
1_work002.jpg,1008769,"{}",78,2,"{""name"":""rect"",""x"":897,""y"":728,""width"":382,""height"":140}","{}"
1_work002.jpg,1008769,"{}",78,3,"{""name"":""rect"",""x"":1295,""y"":730,""width"":221,""height"":148}","{}"
1_work002.jpg,1008769,"{}",78,4,"{""name"":""rect"",""x"":1562,""y"":764,""width"":374,""height"":143}","{}"
1_work002.jpg,1008769,"{}",78,5,"{""name"":""rect"",""x"":1983,""y"":762,""width"":130,""height"":107}","{}"
1_work002.jpg,1008769,"{}",78,6,"{""name"":""rect"",""x"":2158,""y"":775,""width"":117,""height"":94}","{}"
1_work002.jpg,1008769,"{}",78,7,"{""name"":""rect"",""x"":107,""y"":866,""width"":400,""height"":169}","{}"
1_work002.jpg,1008769,"{}",78,8,"{""name"":""rect"",""x"":533,""y"":881,""width"":504,""height"":177}","{}"
1_work002.jpg,1008769,"{}",78,9,"{""name"":""rect"",""x"":1055,""y"":905,""width"":354,""height"":99}","{}"
1_work002.jpg,1008769,"{}",78,10,"{""name"":""rect"",""x"":1440,""y"":858,""width"":465,""height"":200}","{}"
1_work002.jpg,1008769,"{}",78,11,"{""name"":""rect"",""x"":1944,""y"":881,""width"":473,""height"":169}","{}"
1_work002.jpg,1008769,"{}",78,12,"{""name"":""rect"",""x"":117,""y"":998,""width"":307,""height"":140}","{}"
1_work002.jpg,1008769,"{}",78,13,"{""name"":""rect"",""x"":445,""y"":1011,""width"":174,""height"":138}","{}"
1_work002.jpg,1008769,"{}",78,14,"{""name"":""rect"",""x"":663,""y"":1024,""width"":252,""height"":143}","{}"
1_work002.jpg,1008769,"{}",78,15,"{""name"":""rect"",""x"":912,""y"":1048,""width"":247,""height"":107}","{}"
1_work002.jpg,1008769,"{}",78,16,"{""name"":""rect"",""x"":1185,""y"":1042,""width"":153,""height"":107}","{}"
1_work002.jpg,1008769,"{}",78,17,"{""name"":""rect"",""x"":1367,""y"":1001,""width"":486,""height"":203}","{}"
1_work002.jpg,1008769,"{}",78,18,"{""name"":""rect"",""x"":1848,""y"":1016,""width"":239,""height"":153}","{}"
1_work002.jpg,1008769,"{}",78,19,"{""name"":""rect"",""x"":2103,""y"":1016,""width"":270,""height"":192}","{}"
1_work002.jpg,1008769,"{}",78,20,"{""name"":""rect"",""x"":99,""y"":1175,""width"":122,""height"":101}","{}"
1_work002.jpg,1008769,"{}",78,21,"{""name"":""rect"",""x"":281,""y"":1152,""width"":393,""height"":151}","{}"
